coupon_id,coupon_code,coupon_description,discount_type,discount_value,start_date,end_date,minimum_purchase,maximum_discount,usage_limit,usage_count,created_at,updated_at
77998,KFR3-DF9X,Sound hour effort agree matter such him something family letter should grow today beautiful sound house whom executive movement fast.,Percentage,3.32,04/27/2023,01/24/2024,247.48,54.41,639,623,2020-12-14T09:57:47,2022-07-17T00:44:48
77999,MTH9-HWM5,Only place suggest sometimes one area Mrs he treat green speak attorney must method church lot edge.,Percentage,97.61,07/05/2023,09/30/2023,429.23,23.04,470,832,2022-06-18T02:22:27,2022-11-01T12:07:22
78000,LP0G-MAZX,Citizen rather even investment discover him prevent note away factor Congress girl social store section.,Fixed Amount,56.72,12/16/2022,07/09/2023,20.23,9.93,814,892,2023-01-11T09:01:12,2023-06-24T11:47:39
78001,1C1X-12DK,Trouble include be case offer would little decide suffer listen might fast school base they look turn popular hundred item.,Fixed Amount,89.58,07/08/2023,05/28/2024,306.57,75.72,229,56,2021-05-08T13:58:26,2022-05-18T07:39:49
78002,WO5X-0V6P,Open attack deal population capital score nor power federal.,Percentage,55.03,10/07/2022,01/23/2023,459.61,63.21,589,292,2020-04-18T18:08:43,2021-06-06T16:58:50
78003,HCMO-3ZFG,Call offer across none government north color week and dinner send soon cut.,Percentage,82.16,06/02/2023,07/15/2023,112.73,86.71,280,644,2020-07-23T03:13:54,2020-12-22T02:54:41
78004,ZIE5-ZTNO,Huge eight gas and art teacher perform series behind beautiful join thus.,Fixed Amount,40.77,04/05/2023,09/13/2023,97.35,12.21,894,613,2022-05-07T13:55:13,2023-03-16T07:32:30
78005,BDGI-WQ3P,Rate dream source everybody believe where senior sign agent.,Percentage,72.96,11/23/2022,02/09/2023,159.72,27.01,521,92,2020-02-08T18:19:17,2021-10-28T10:09:53
78006,ULN4-AP59,Father thank new time method campaign husband best party customer practice would suffer feel source treatment will great yet.,Percentage,85.69,11/18/2022,05/31/2023,210.19,84.35,742,854,2020-01-29T12:42:47,2023-06-26T06:21:07
78007,86VJ-5VQO,Gas always sign near establish language away majority seem teach national along scene market spend poor.,Percentage,85.46,02/07/2023,11/30/2023,357.01,29.29,814,93,2021-04-14T06:40:59,2020-11-25T11:09:52
78008,FBYK-2Q27,Wait its Congress no should someone road good occur he simply buy voice order allow cover newspaper.,Fixed Amount,25.99,03/29/2023,03/01/2024,55.39,60.54,557,977,2021-10-14T05:28:13,2020-09-07T04:46:07
78009,FR50-VVMF,Shoulder really else their power many door television shoulder one cold.,Percentage,41.31,05/27/2023,01/09/2024,436.86,16.09,54,19,2021-07-25T00:31:46,2021-12-12T17:10:14
78010,JWEB-6ELS,With seven factor world race soldier garden whole practice discuss science never something.,Percentage,72.01,12/09/2022,06/13/2023,24.09,64.01,714,798,2022-11-02T16:12:37,2021-10-20T19:23:59
78011,OID4-FZ37,Artist able source exist space break kind wear production but we part well.,Percentage,38.46,05/06/2023,06/04/2023,200.17,77.16,673,245,2021-03-27T16:44:30,2023-03-31T14:14:35
78012,1HMG-W8U5,Player allow hundred impact poor range natural performance allow make several clearly stay trip still.,Fixed Amount,42.14,04/19/2023,03/11/2024,482.28,38.38,871,132,2020-04-15T09:01:46,2022-06-22T21:15:26
78013,53P5-VK1F,Upon cost sport anything interest low administration financial get theory set.,Fixed Amount,60.43,09/11/2022,08/06/2023,160.81,51.71,210,523,2020-10-22T01:12:36,2022-12-02T13:35:15
78014,IZ5N-UAT5,Entire look most ground pass those Congress ten security main good effect local social.,Fixed Amount,84.36,10/22/2022,10/01/2023,157.1,65.52,27,281,2020-04-12T19:07:33,2020-03-16T11:22:04
78015,RX3X-UI0U,Rather bag specific still gun black popular future head member brother be fly have car image.,Fixed Amount,69.51,01/15/2023,06/10/2023,382.67,97.84,919,868,2021-06-10T17:09:19,2022-03-08T22:57:10
78016,QEFL-RSHY,Evening purpose stage still house life find statement production land suggest they follow my deal under should campaign argue.,Fixed Amount,17.93,07/04/2023,09/25/2023,64.89,71.56,597,837,2021-02-11T05:48:02,2022-09-08T03:32:38
78017,40AW-JLOV,Thus public team before skin skin wide face yet baby blue least.,Fixed Amount,19.94,03/05/2023,05/19/2023,155.75,9.25,77,980,2021-09-11T01:02:56,2022-06-07T02:56:18
78018,67GE-670P,Contain character sister tough vote item soon fast rest tough price house American ok scene.,Percentage,11.6,09/14/2022,10/16/2022,459.24,21.48,495,414,2020-12-02T05:29:26,2022-06-09T07:10:27
78019,CRW2-5P0B,Agreement stock plant attack evening page compare current maybe administration.,Fixed Amount,88.33,02/08/2023,11/13/2023,37.16,18.03,378,602,2022-01-22T09:45:47,2020-03-01T18:57:17
78020,RG3N-1CFM,Stuff happy create charge bed water far door entire white wear environment past.,Percentage,20.94,07/23/2023,03/09/2024,24.91,18.11,360,512,2022-04-04T17:43:45,2022-10-18T01:14:03
78021,3E7A-SJPI,Such approach if parent nature series range particularly upon debate the.,Fixed Amount,3.62,06/22/2023,11/26/2023,279.89,71.29,732,548,2023-04-06T05:22:04,2021-08-03T01:05:54
78022,J15W-P4LL,Coach standard provide card peace loss use table season no current.,Fixed Amount,35.06,08/08/2022,01/12/2023,238.46,48,252,663,2020-08-29T22:19:01,2020-06-23T18:08:20
78023,V1JC-PLFY,Town deal probably Mrs pull worry two scientist room training collection science technology.,Percentage,28.69,01/05/2023,06/28/2023,81.8,78.32,103,942,2022-12-05T07:17:44,2020-11-13T23:47:44
78024,0MGG-O050,With miss must weight back note rate against into phone compare data hold onto material fall.,Percentage,32.55,06/05/2023,12/14/2023,285.18,70.55,588,412,2023-07-17T20:45:47,2023-02-15T06:51:14
78025,FIPR-00TK,Development energy sit politics method guy now forget likely return easy agent behavior international benefit notice mean full really.,Percentage,59.34,05/13/2023,07/01/2023,222.57,97.66,982,217,2023-01-27T13:54:26,2020-08-26T05:17:15
78026,FBN9-3I3R,Suggest yourself eye case Republican event computer summer occur pattern away their.,Fixed Amount,54.32,02/17/2023,10/21/2023,408.61,85.11,892,46,2022-03-02T04:10:42,2022-10-18T03:06:26
78027,8J04-I6NG,Break material whom threat what charge stay difficult sister heavy young consider despite.,Percentage,1.89,02/06/2023,10/04/2023,474.89,67.92,391,674,2023-02-18T09:26:57,2023-04-10T04:03:43
78028,KX6Q-WAZN,Firm put boy store their there brother movie should far.,Fixed Amount,37.44,03/14/2023,05/11/2023,269.83,84.24,921,208,2021-11-07T12:48:19,2020-12-06T02:37:05
78029,V6QY-BWRG,Wall present page hair seat truth one goal final hospital director difference difficult director then child total television too make.,Percentage,89.22,05/31/2023,10/05/2023,401.69,42.62,614,705,2021-12-19T09:13:37,2023-06-10T22:35:20
78030,F35L-L3X3,Whole bring response sometimes sort mention family Republican top clearly agree garden discuss though she suddenly either drive her positive.,Percentage,18.01,07/01/2023,11/30/2023,79.35,22.51,775,724,2022-07-15T19:32:19,2022-03-27T00:15:36
78031,6AKJ-CTXG,Often keep amount say letter eat consider time hot common arrive store save white address.,Percentage,29.77,09/28/2022,03/08/2023,229.76,84.46,156,376,2022-05-31T05:59:18,2022-03-31T14:43:23
78032,JHNG-Y18A,Remain game work reach later new project reality finally bring later social heavy I program.,Fixed Amount,42.49,12/17/2022,06/16/2023,225.27,26.95,793,836,2023-07-18T20:10:13,2020-03-15T11:16:01
78033,NAN9-RI6I,Window develop poor thing argue friend crime four economic voice executive candidate perform success safe.,Percentage,48.4,05/09/2023,09/15/2023,22.18,45.5,766,169,2021-07-13T00:25:08,2020-05-03T10:37:59
78034,5R5Q-E0KC,Cold institution mean summer blood available night movement thus else explain party describe yet brother reveal type arm.,Percentage,19.9,12/29/2022,11/12/2023,66.64,79.6,55,474,2021-01-09T02:25:41,2020-01-16T23:14:28
78035,XJCI-LP2O,Expert institution sure south ability score city under your until just result scene.,Fixed Amount,32.11,11/06/2022,10/03/2023,30.7,8.18,824,829,2022-11-23T05:16:26,2022-12-12T21:04:50
78036,BNYW-WTY2,Benefit growth environmental seek forward future role avoid religious act start provide left over agent movement car watch live position.,Percentage,68.2,06/06/2023,10/01/2023,341.71,42.92,931,435,2023-07-13T21:30:01,2022-11-29T15:26:32
78037,EIY0-N66X,Reason century college network her learn concern alone challenge fine offer public run strong prove.,Percentage,40.9,06/05/2023,09/15/2023,455.22,42.18,596,474,2020-09-12T05:22:24,2020-11-12T12:12:35
78038,TPRX-K1J2,Protect really debate middle but race church scene wear cover create item power.,Fixed Amount,5.88,06/23/2023,03/29/2024,160.2,20.69,939,596,2020-12-17T14:41:12,2021-01-10T05:21:04
78039,06S8-7WTL,Decade popular magazine law surface anything approach else west.,Percentage,81.74,11/11/2022,08/11/2023,423.64,8.52,886,415,2021-04-14T02:46:24,2021-05-20T07:05:18
78040,DZ47-D2EY,Difference half late hear road quickly able without focus member need capital.,Fixed Amount,37.47,07/12/2023,02/15/2024,82.07,28.15,612,328,2020-08-19T20:32:55,2021-11-18T03:57:19
78041,P1MK-XWXZ,Mention draw most theory people brother born pay dinner.,Fixed Amount,81.59,11/19/2022,06/10/2023,237.17,88.33,840,610,2020-05-02T23:46:11,2022-09-26T13:50:21
78042,RYKD-F64A,Market environment letter of work likely easy must generation rise protect performance measure high.,Fixed Amount,7.12,04/15/2023,01/10/2024,382.87,90.98,934,903,2023-01-20T15:43:51,2022-11-08T16:39:01
78043,7S7U-TY9P,Clear environment hard tree up wall team brother stand fly one green prepare.,Fixed Amount,72.01,05/02/2023,06/05/2023,496.09,26.63,426,333,2022-05-07T23:01:57,2020-12-07T09:24:06
78044,QISY-X0ON,Religious already pretty sound stage into base place let network if family citizen authority student later memory society.,Percentage,51.02,11/17/2022,08/19/2023,101.28,99.33,77,700,2021-03-07T13:48:42,2021-08-25T13:44:27
78045,CNIM-VQ1J,Safe already someone wear box born trip material wish answer visit would discuss yourself always everybody later face.,Fixed Amount,4.93,11/09/2022,07/15/2023,418.47,55.85,96,801,2022-08-30T09:54:13,2020-09-28T16:02:09
78046,LHUN-D92Z,Act value body section treatment nation close night new sense piece full business center both exist feel traditional.,Percentage,79.17,05/23/2023,12/18/2023,189.04,61.19,863,664,2023-01-02T01:09:12,2022-04-27T20:34:31
78047,0VCF-9D3Y,We enjoy father light reason become end time production ever whole everybody speak join buy our history.,Percentage,12.1,12/11/2022,09/17/2023,245.2,76.84,643,1,2020-06-24T23:35:50,2022-12-10T02:29:22
78048,HIG8-P2DL,Any arrive score detail significant scientist cell nothing statement wish area skin until ten explain wear account person.,Percentage,67.84,10/25/2022,06/02/2023,323.25,6.88,683,124,2020-07-10T00:32:30,2021-01-07T14:15:45
78049,5O6I-YIYP,Always page camera real war when natural field common must grow major describe those cup politics.,Fixed Amount,32.86,10/20/2022,09/27/2023,297.31,7.84,793,660,2022-07-13T05:14:54,2021-06-18T06:32:44
78050,K2OU-NQ1W,Necessary not many end return your mother day process pressure.,Percentage,91.87,10/07/2022,04/12/2023,348.52,6.72,823,202,2022-06-07T09:03:22,2020-01-24T12:15:35
78051,HZR3-X0IM,Sea involve last although store glass another position view character then will charge plant state concern significant practice include eight.,Fixed Amount,47.93,05/14/2023,11/26/2023,20.26,46.44,783,497,2021-11-24T11:32:38,2020-02-09T15:14:32
78052,VL3W-9U6Z,Son item political different possible white set whatever picture than color tough sit similar care night if response value environment.,Fixed Amount,52.43,02/02/2023,02/08/2023,415.87,60.32,778,264,2023-04-25T04:22:25,2020-08-22T12:17:38
78053,G9C6-M12S,Tax activity policy keep yes whatever throw so final this hundred me without break possible investment.,Fixed Amount,13.83,11/29/2022,09/10/2023,206.58,74.02,808,420,2022-05-31T07:45:18,2020-01-14T06:09:37
78054,ATGR-HXIK,Rule direction dog particularly rise left yourself only suggest brother yourself design member dream lawyer great firm able charge perform.,Percentage,16.29,04/04/2023,01/20/2024,333.37,15.49,927,970,2023-05-07T21:43:18,2020-06-06T17:16:16
78055,4YYJ-GVTN,Director on face especially team raise half bag international born arm art book people adult.,Fixed Amount,8.79,10/29/2022,09/22/2023,98.56,53.12,127,419,2022-03-28T06:57:31,2022-07-13T13:16:42
78056,M4YQ-TY8Y,Keep itself yeah recent more represent toward give hair ever break you response benefit open.,Fixed Amount,21.15,09/04/2022,12/20/2022,483.61,64.46,583,957,2022-06-17T20:29:41,2020-05-28T00:56:12
78057,YETS-9DXF,Side well position book religious anyone left face sing Congress radio leg catch stop now expect hour artist current.,Fixed Amount,31.74,04/22/2023,09/28/2023,315.34,38.19,164,419,2023-04-07T21:07:11,2021-03-18T23:36:06
78058,JBB5-R14J,Animal training modern term card you project industry story last often behind stuff although.,Fixed Amount,94.71,09/16/2022,08/24/2023,421.36,9.5,744,854,2022-04-19T08:16:18,2021-01-14T16:10:53
78059,5ZJX-QY4K,Red decide strategy turn place resource let together money respond speech public collection security region.,Percentage,43.85,02/25/2023,04/08/2023,415.31,84.29,639,134,2021-06-22T05:47:35,2020-06-02T16:43:56
78060,GMUO-6O27,Month stage stuff never contain office name may data here take.,Percentage,53.11,10/09/2022,06/28/2023,126.89,44.17,407,954,2023-04-02T06:47:50,2022-07-29T14:25:03
78061,H4GX-I7GG,Question now evidence charge station language bag decide people coach property focus.,Fixed Amount,95.6,11/18/2022,04/05/2023,378.81,9.6,1000,422,2020-04-13T09:35:47,2022-04-18T00:36:53
78062,5FCS-JETL,Can bank world usually organization thought lot because throughout represent wonder occur best would.,Percentage,42.59,09/18/2022,04/15/2023,175.32,9.2,456,957,2023-03-28T18:14:32,2021-09-04T14:16:58
78063,UEF1-WGQH,Size money discover movie decide specific feeling never lay.,Percentage,38.4,08/16/2022,05/07/2023,218.32,72.92,856,261,2020-04-07T05:21:29,2020-12-18T11:25:05
78064,R0PM-M0TO,Congress he new country whose early wish store today discover trip live degree man read a house policy.,Percentage,6.43,05/08/2023,05/17/2023,268,14.56,991,23,2022-10-27T12:59:49,2022-10-25T20:04:30
78065,44V2-I39N,Alone next center American believe standard what away window study cup account pull laugh then response may against.,Percentage,16.83,08/08/2022,07/08/2023,411.92,24.3,535,552,2022-10-28T17:12:31,2020-07-03T20:37:59
78066,5KXH-AUK5,Course stage pass might wear condition expert region shoulder school whole occur physical seat explain public he race spend.,Fixed Amount,90.29,10/14/2022,02/08/2023,61.95,38.72,264,882,2020-02-04T08:21:11,2021-09-21T08:32:42
78067,U5M5-JZA7,Shake else own protect action short water policy especially enter eat.,Fixed Amount,26.54,03/29/2023,11/01/2023,429.87,38.77,206,233,2021-08-09T18:01:47,2023-03-23T20:07:06
78068,UJV0-NSWG,Indeed article know environment police training enter they political whatever simply prove fact.,Percentage,48.99,08/15/2022,09/20/2022,176.82,69.61,919,503,2021-10-10T13:18:32,2021-07-07T04:33:33
78069,MG5E-AWLA,Article public through indeed remember argue place almost believe project forget weight turn for.,Fixed Amount,9.51,05/14/2023,09/03/2023,249.11,30.35,342,477,2021-05-13T07:17:43,2020-06-21T03:51:42
78070,1VQ9-SEID,Son head do quality car more measure suffer respond throughout owner others check nature be too third.,Fixed Amount,77.81,11/27/2022,10/07/2023,424.53,35.28,990,522,2021-11-21T21:23:37,2022-04-08T07:06:22
78071,IOIJ-TXJU,These series interview well general try that recently memory letter.,Percentage,29.94,05/01/2023,03/27/2024,214.86,93.83,372,531,2021-05-12T13:20:01,2022-12-04T18:59:29
78072,I8CK-OTA6,Mission its role like suffer society out account fly ago laugh safe.,Percentage,35.46,11/24/2022,11/30/2022,170.12,94.43,176,750,2021-03-03T13:17:39,2022-06-08T01:36:11
78073,CK5M-41V5,Ago we get despite subject store address product conference goal carry staff keep story good fly detail oil town left.,Fixed Amount,76.01,07/11/2023,03/08/2024,418.79,64.46,858,316,2021-12-12T00:42:19,2023-06-18T22:02:07
